web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url,Unnamed: 11,month,Sentiment
1556513073-25279,https://twitter.com/search?l=&q=immigration%20since%3A2018-12-13%20until%3A2018-12-17&src=typd&lang=en,@FAIRImmigration,FAIR,"In this op-ed, FAIR's Media Director, Ira Mehlman discusses the proposed public charge rule and how Congress can render the issue moot by moving to merit-based immigration. https://bit.ly/2EiLlfc  via @thehill",5,38,84,1544808611000,9:30 AM - 14 Dec 2018,/FAIRImmigration/status/1073631250391465984,,December,positive
1556513073-24815,https://twitter.com/search?l=&q=immigration%20since%3A2018-12-13%20until%3A2018-12-17&src=typd&lang=en,@kf_pepin,Kevin-Rae F. Pépin,Maybe one day the governments of Western Nations will FINALLY cede that almost NO CITIZENS WANT THE UN MIGRATION PACT. Until then all we can expect is more riots and upheavals. Better get that UN army suited up because citizens tend to love THEIR OWN countries. #UN #immigration,,9,29,1545004522000,3:55 PM - 16 Dec 2018,/kf_pepin/status/1074452959470055424,,December,positive
1556513073-25099,https://twitter.com/search?l=&q=immigration%20since%3A2018-12-13%20until%3A2018-12-17&src=typd&lang=en,@RedCladLoon,Steven S. Smith,Read Qasim’s thread on immigration and get lots smarter.  https://twitter.com/QasimRashid/status/1073757281270009856 …,,9,40,1544884822000,6:40 AM - 15 Dec 2018,/RedCladLoon/status/1073950899867926529,,December,neutral
1556513073-25080,https://twitter.com/search?l=&q=immigration%20since%3A2018-12-13%20until%3A2018-12-17&src=typd&lang=en,@MarkDoesStuff,Mark Oshiro,"This is not a new thing, just in case you didn’t know. We’ve been doing monstrous things along the border for decades to “discourage” immigration. https://twitter.com/TheLoveBel0w/status/1073628066231005184 …",1,28,35,1544890369000,8:12 AM - 15 Dec 2018,/MarkDoesStuff/status/1073974167853260802,,December,negative
1556513073-25022,https://twitter.com/search?l=&q=immigration%20since%3A2018-12-13%20until%3A2018-12-17&src=typd&lang=en,@SheriffClarke,"David A. Clarke, Jr.","President @realDonaldTrump points out the hypocrisy of Schumer and Pelosi who not long ago wanted a WALL. Today they want to play politics with immigration. Illegal immigration has become a national security threat. 
https://youtu.be/YSBXv6kNTR8",137,1.5K,3.9K,1544908293000,1:11 PM - 15 Dec 2018,/SheriffClarke/status/1074049345165631488,,December,negative
1556513073-25149,https://twitter.com/search?l=&q=immigration%20since%3A2018-12-13%20until%3A2018-12-17&src=typd&lang=en,@AishaStaggers,Aisha K. Staggers,"My ancestors were not. Immigration is voluntary. Slavery is not a voluntary institution. Native Americans, too, were not immigrants - this was their land.",4,4,67,1544855671000,10:34 PM - 14 Dec 2018,/AishaStaggers/status/1073828632852946944,,December,neutral
1556513073-25087,https://twitter.com/search?l=&q=immigration%20since%3A2018-12-13%20until%3A2018-12-17&src=typd&lang=en,@occupycorruptDC,occupycorruptDC,"@MaxineWaters @TuckerCarlson

#Tucker Carlson was wrong to say mass #immigration makes the United States ""dirtier & poorer""

In reality it is #Maxine Waters that makes the United States ""dirtier and poorer.""

Take a look at Maxine Waters District 43.pic.twitter.com/2cNwD6Tyh6",1,29,31,1544888508000,7:41 AM - 15 Dec 2018,/occupycorruptDC/status/1073966361662185472,,December,negative
1556513073-24997,https://twitter.com/search?l=&q=immigration%20since%3A2018-12-13%20until%3A2018-12-17&src=typd&lang=en,@RMConservative,Daniel Horowitz,"We've had hundreds of disgusting and very consequential court rulings that were met by complete silence on the part of Republicans. Watch for them to try to ""fix"" this, something they never did after obergefell, Roe, or immigration rulings.",11,45,84,1544918809000,4:06 PM - 15 Dec 2018,/RMConservative/status/1074093453255065600,,December,negative
1556513073-25571,https://twitter.com/search?l=&q=immigration%20since%3A2018-12-13%20until%3A2018-12-17&src=typd&lang=en,@BrexitParadise,Brexit Paradise EX TORY VOTER #FBPE,"Dear @jeremycorbyn, have you ever thought that making a strong case to remain & spend all of our #Brexit resources helping the EU create new trade deals & getting more Labour MEPs to shape the direction of the EU on immigration & other Brexiter concerns might get you more votes?",6,37,76,1544696464000,2:21 AM - 13 Dec 2018,/BrexitParadise/status/1073160868538564608,,December,positive
1556513073-25591,https://twitter.com/search?l=&q=immigration%20since%3A2018-12-13%20until%3A2018-12-17&src=typd&lang=en,@CandiceMalcolm,Candice Malcolm,"DESPERATION: The Trudeau government is offering to PAY residents along Roxham Rd in Quebec up to $25,000 to look the other way about illegal immigration in their backyard. 96% of illegal border crossings happen here. https://nationalpost.com/pmn/news-pmn/canada-news-pmn/residents-near-canada-u-s-border-to-be-paid-for-asylum-seeker-disruption-ottawa …",176,913,843,1544679340000,9:35 PM - 12 Dec 2018,/CandiceMalcolm/status/1073089047856201729,,December,negative
