web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url,
"1556481244-2255","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@eshap","(((evan shapīro)))","“Ok sweetie, have a good day at school. Be sure to be nice to the Gym Coach & Librarian today - they’re both armed to the teeth and SUPER underpaid.” 

FL Sen. @BillGalvano wants to arm librarians, gym teachers & guidance counselors. What could possibly go wrong‽

#GunControl https://twitter.com/nytnational/status/970997451950870530 …","9","16","40","1520340413000","4:46 AM - 6 Mar 2018","/eshap/status/971004189500375040","null"
"1556481244-2397","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@BosPublicRadio","Boston Public Radio",".@RepJoeKennedy joins us on the line to talk about gun control reform in the wake of the Parkland shooting: https://www.wgbh.org/audioPlayers/wgbh.cfm …","4","68","185","1520271206000","9:33 AM - 5 Mar 2018","/BosPublicRadio/status/970713912147660800","null"
"1556481244-2138","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@just10gorham","Justin Gorham","California Democrat And Gun Control Advocate Charged With Arms Trafficking. #QAnon https://www.forbes.com/sites/gregorymcneal/2014/03/27/california-democrat-and-gun-control-advocate-charged-with-arms-trafficking/#59f31ae4660a …","2","22","20","1520386493000","5:34 PM - 6 Mar 2018","/just10gorham/status/971197459815903232","null"
"1556481244-2067","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@JeremyCFox","Jeremy C. Fox","Cambridge and Somerville students are chanting “We need more gun control.” pic.twitter.com/B161dQqBEL – at Union Square","1","22","41","1520433858000","6:44 AM - 7 Mar 2018","/JeremyCFox/status/971396123226263552","null"
"1556481244-2318","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@WEdwarda","Ava- I love my USA!","JUST IN: INCREDIBLE FATHER OF PARKLAND VICTIM: ""Gun Control Doesn't Work"" [Video] https://100percentfedup.com/just-incredible-father-parkland-victim-gun-control-doesnt-work-video/ … via @100percFEDUP","","15","21","1520298758000","5:12 PM - 5 Mar 2018","/WEdwarda/status/970829474186104833","null"
"1556481244-2045","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@the_wing","The Wing","WOMEN-CRUSHING-IT-WEDNESDAY 
Emma González (@Emma4Change), a survivor of the Parkland Florida shootings and leader in the student movement to push for gun control on a state and federal level, has solidified her place in history (and she has more followers than the NRA). pic.twitter.com/QBwfEfIUgo","","17","122","1520445016000","9:50 AM - 7 Mar 2018","/the_wing/status/971442924998324227","null"
"1556481244-2123","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@kenameri1","AmeriKen  🇺🇸 🇺🇸","California’s Champion Of Gun Control, Sen. Leland Yee, heading to prison for weapons trafficking, accepting bribes, and extorting money. And MSM is silent! https://joeforamerica.com/2018/02/democrat-scandal-senator-yee-prison-gun-trafficking/ …","18","172","167","1520395831000","8:10 PM - 6 Mar 2018","/kenameri1/status/971236629074661376","null"
"1556481244-2132","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@67sanmartin","St Martin","How about this? Same Anti-NRA stupidity who push for gun control even for hunters who hunt for food pic.twitter.com/isZh7FnB5z","14","46","90","1520389790000","6:29 PM - 6 Mar 2018","/67sanmartin/status/971211291313561600","null"
"1556481244-2277","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@Thomas1774Paine","Mike 'Thomas Paine' Moore","Oscars: Celebrities Push Gun Control Surrounded by a Wall of 500 Rifle-Wielding SWAT Officers - http://ow.ly/YrAU30iLWlg","6","79","120","1520320503000","11:15 PM - 5 Mar 2018","/Thomas1774Paine/status/970920679251042306","null"
"1556481244-2135","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@Noahpinion","Noah Smith  🐇","Maybe the reason we never got gun control before was that there wasn't a permanent activist class pushing the issue.

And maybe now there is. https://twitter.com/RectorSun/status/971081951544270848 …","8","32","128","1520389045000","6:17 PM - 6 Mar 2018","/Noahpinion/status/971208166552748033","null"
"1556481244-2411","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@kenvogel","Kenneth P. Vogel","Lotta people saying it's not surprising that TRUMP is proposing tariffs because he's espoused protectionist ideas that are anathema to GOP orthodoxy for years. He's also backed gay rights, gun control & abortion rights, but you don't see him proposing initiatives to advance those","8","16","37","1520268210000","8:43 AM - 5 Mar 2018","/kenvogel/status/970701346407055360","null"
"1556481244-2206","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@shannonrwatts","Shannon Watts","""You’ve been gunsplained: harangued with the pedantry of the more-credible-than-thou firearms owner, admonished that your inferior knowledge of guns and their nomenclature puts an asterisk next to your opinion on gun control."" https://twitter.com/washingtonpost/status/971088592830427136 …","110","544","1.7K","1520361004000","10:30 AM - 6 Mar 2018","/shannonrwatts/status/971090555013754880","null"
"1556481244-2154","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@danieltobin","Dan  🇺🇸","I have to say that I am not surprised that people want to advocate for gun control without having to learn about guns. https://twitter.com/ErikWemple/status/971100126465941504 …","3","20","63","1520379161000","3:32 PM - 6 Mar 2018","/danieltobin/status/971166709984956416","null"
"1556481244-2018","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@MichaelRajner","Michael Rajner","#MSD grad @dylbaier cites #NRA lawsuit against @AndrewGillum when mayor banned guns from city parks & calls on @FloridaCRC to strike down #FL preemption law blocking local electeds to enact local gun control laws. @MaryEllenKlas @MarcACaputo @Fla_Pol @NeverAgainMSD @FLSenateDemspic.twitter.com/88FWG0WYzQ","1","20","38","1520455825000","12:50 PM - 7 Mar 2018","/MichaelRajner/status/971488259749662720","null"
"1556481244-2329","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@Thomas1774Paine","Mike 'Thomas Paine' Moore","John Kasich tells Congress ‘don’t ask permission’ on gun control or Dreamers bills http://ow.ly/H7Qi30iLKJz","236","156","130","1520295308000","4:15 PM - 5 Mar 2018","/Thomas1774Paine/status/970815002277023744","null"
"1556481244-2162","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@RedNationRising","Red Nation Rising","Every time a tragedy involving guns occurs, liberals scream gun control. The threat of regulation/confiscation drives up consumer purchases. What if this were their intention all along? Don't be fooled.  They don't want control. They want a cut of the profit. #RedNationRisingpic.twitter.com/4vLXmHkFTB","1","15","24","1520377226000","3:00 PM - 6 Mar 2018","/RedNationRising/status/971158594325446662","null"
"1556481244-2257","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@Bruce80649809","Bruce","# Hollywood hypocrisy No walls unless it’s around their mansions No vetting unless it’s in their social surroundings Tolerance as long as you agree in their ways Free speech as long as it’s not from the right gun control unless it’s to to protect them","1","17","23","1520339182000","4:26 AM - 6 Mar 2018","/Bruce80649809/status/970999023904555008","null"
"1556481244-2351","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@RepRichardNeal","Rep. Richard Neal","Today I met with students from #Pittsfield HS & #Taconic HS to talk about #guncontrol and #schoolsafety. We had a thought-provoking conversation about gun laws, background checks & mental health issues. These students will certainly be the ones to inspire & create real change. pic.twitter.com/eZDPet8dwi","","14","20","1520287243000","2:00 PM - 5 Mar 2018","/RepRichardNeal/status/970781176087678981","null"
"1556481244-2301","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@DGComedy","Dana Goldberg","You really should win best actress for something because even you don’t believe the lines you’re spewing on gun control. This false narrative is getting so old.","6","6","109","1520304300000","6:45 PM - 5 Mar 2018","/DGComedy/status/970852721115873280","null"
"1556481244-2261","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@BBCWorld","BBC News (World)","Florida shooting: State lawmakers pass gun control measures http://bbc.in/2FexS9K","21","81","177","1520337675000","4:01 AM - 6 Mar 2018","/BBCWorld/status/970992702589493248","null"
"1556481244-2072","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@stevesilberman","Steve Silberman","No sh*t: GOP lobbyist says Trump's alleged support for gun control was all an act, privately he's reassuring the NRA that the bloodbath can continue. https://www.yahoo.com/news/republicans-trump-apos-support-gun-111319837.html …","4","27","28","1520432172000","6:16 AM - 7 Mar 2018","/stevesilberman/status/971389054746071042","null"
"1556481244-2092","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@NadegeGreen","Nadege Green","What Miami-Dade Communities Hard Hit By Everyday Gun Violence Have To Say About Gun Control @WLRNhttp://www.tinyurl.com/ybhvprfp","","9","13","1520424528000","4:08 AM - 7 Mar 2018","/NadegeGreen/status/971356992332881922","null"
"1556481244-2482","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@Tactical_review","Tactical-reviews.com","Government carries out democide, but who makes it possible for the government to get to that point.
#gunsense #guncontrol #LiberalLogicpic.twitter.com/W2ZgApPvUs","2","38","69","1520223000000","8:10 PM - 4 Mar 2018","/Tactical_review/status/970511722351091713","null"
"1556481244-2291","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@NRO","National Review","Why the Left Won’t Win the Gun-Control Debate http://bit.ly/2H34TCn  via @DavidAFrenchpic.twitter.com/rvE52l0EOy","25","26","65","1520309401000","8:10 PM - 5 Mar 2018","/NRO/status/970874113924493312","null"
"1556481244-2295","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@APWestRegion","AP West Region","Oregon governor signs first gun control law in U.S. since Florida massacre. Bill closes loophole that allowed some domestic abusers from owning firearms. http://apne.ws/MAxnix4","8","189","571","1520306772000","7:26 PM - 5 Mar 2018","/APWestRegion/status/970863089225752577","null"
"1556481244-2194","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@RMConservative","Daniel Horowitz","McCarthy just sent out a memo to members promising to push gun control next week, despite the fact that we now know that what happened in Parkland was the result of weak on criminal programs that they refuse to address.  This party deserves to lose every seat.","19","173","255","1520364392000","11:26 AM - 6 Mar 2018","/RMConservative/status/971104761767440384","null"
"1556481244-2180","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@chucktodd","Chuck Todd","George Soros is not funding Parkland students’ gun control fight. @TB_Times http://www.tampabay.com/florida-politics/buzz/2018/03/06/george-soros-is-not-funding-parkland-students-gun-control-fight/ … // amazing how often we in the MSM have to report news that did NOT happen thanks to how often Soros is used in fake news","90","123","340","1520370330000","1:05 PM - 6 Mar 2018","/chucktodd/status/971129669591367681","null"
"1556481244-2073","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@drscott_atlanta","DrScott","Congressman @NickForVA articulates #Democrats disingenuous arguments for SCHOOL SAFETY

#GunControl

Democrat tactics for ALL issues exposed

EVERY #Republican must watch HOW TO DEBATE

A check is on the way congressman

#MAGApic.twitter.com/6l1zvkaol5","20","380","427","1520431916000","6:11 AM - 7 Mar 2018","/drscott_atlanta/status/971387979628457985","null"
"1556481244-2141","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@tracybeanz","Tracybeanz","Why the Left Won’t Win the Gun-Control Debate- This is a great article. https://www.nationalreview.com/2018/03/gun-control-debate-liberals-wont-win-heres-why/ …","26","209","324","1520385615000","5:20 PM - 6 Mar 2018","/tracybeanz/status/971193779142184960","null"
"1556481244-2134","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@ChadPergram","Chad Pergram","Cruz on his Nov opponent after TX primary: Congressman O’Rourke is a left-wing, liberal Democrat, and is running as a vocal proponent of amnesty and open borders..a vocal proponent of gun control and restricting the Second Amendment rights of law abiding citizens.","8","57","87","1520389338000","6:22 PM - 6 Mar 2018","/ChadPergram/status/971209394309550085","null"
"1556481244-2346","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@Education4Libs","Educating Liberals","Look at this picture.

These are the exact same people that support gun control & accuse the NRA of trying to kill kids. pic.twitter.com/5DYjuMRgD1","1.3K","3.1K","4.5K","1520289613000","2:40 PM - 5 Mar 2018","/Education4Libs/status/970791116722249729","null"
"1556481244-2518","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@redcarpet","E! Red Carpet","All the stars that walked the #Oscars red carpet wearing pins that supported Gun Control, AIDS research, and @TIMESUPNOW: http://eonli.ne/2FTerAA pic.twitter.com/EITyItbHos","8","30","105","1520212052000","5:07 PM - 4 Mar 2018","/redcarpet/status/970465803169443841","null"
"1556481244-2087","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@SaysHummingbird","The Hummingbird  🐦","Yesterday in Baltimore, students march toward City Hall asking for gun control.

THIS. IS. WHAT. DEMOCRACY. LOOKS. LIKE. 

#BoycottNRA
#GunControlNowpic.twitter.com/m1a3LjIFcH","121","2.5K","5.6K","1520427324000","4:55 AM - 7 Mar 2018","/SaysHummingbird/status/971368718470131717","null"
"1556481244-2404","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@DavidWohl","David Wohl","Hollywood libs demanded gun control last night, with two exceptions: The guns they use in movies to depict massive bloodshed, murder and mayhem and the guns their armed guards carry to protect them. Got it.","17","75","167","1520270438000","9:20 AM - 5 Mar 2018","/DavidWohl/status/970710690158714880","null"
"1556481244-2075","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@WalshFreedom","Joe Walsh","There are reports that Republicans in Congress will try to pass gun control measures next week.

If Republicans try to pass any gun control measures next week, they will deserve to lose control of Congress.","112","160","356","1520431670000","6:07 AM - 7 Mar 2018","/WalshFreedom/status/971386947322175488","null"
"1556481244-2462","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@CathyYoung63","Cathy Young","This is a viewpoint that really needs to be understood by gun control advocates. https://twitter.com/TheIJR/status/969671316390506497 …","6","6","32","1520246588000","2:43 AM - 5 Mar 2018","/CathyYoung63/status/970610659053527040","null"
"1556481244-2109","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@willupdateyou","Will Update You","Baltimore schools couldn't heat classrooms this winter, but the city can come up with $100,000 to bus students to D.C. and protest for more gun control laws, shame. #NRA #2A","3","20","32","1520403921000","10:25 PM - 6 Mar 2018","/willupdateyou/status/971270557999206401","null"
"1556481244-2086","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@atrupar","Aaron Rupar","CRUZ: Cities with toughest gun control laws have highest crime rates.

CUOMO: No, that's not true. Here are some stats from Giffords Law Center that prove it.

CRUZ: The Giffords Center is a partisan source that's not reliable.

CUOMO: What's your source? The NRA?

CRUZ: ........ pic.twitter.com/m4q1ZIBFw9","91","544","1.3K","1520427548000","4:59 AM - 7 Mar 2018","/atrupar/status/971369659751641088","null"
"1556481244-2078","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@PolitiFact","PolitiFact","Florida lawmaker mangles Nazi gun control history to argue against gun control. #guns #FloridaShooting #History
http://bit.ly/2Fur1sl pic.twitter.com/e33NRcEjzm","3","58","62","1520431304000","6:01 AM - 7 Mar 2018","/PolitiFact/status/971385413184172037","null"
"1556481244-2382","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@michaeljknowles","Michael Knowles","""Gun control is not just about the pleasures of conformity and the importance of trends, it's also a personal statement about the Left itself!"" https://twitter.com/snarkticonDM/status/970737200303411200 …","3","6","27","1520277084000","11:11 AM - 5 Mar 2018","/michaeljknowles/status/970738567688286208","null"
"1556481244-2326","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@KGWNews","KGW News","Gov. Brown signs Oregon gun control law http://on.kgw.com/2FgRfPO pic.twitter.com/7eVGGGIKST","7","18","60","1520296805000","4:40 PM - 5 Mar 2018","/KGWNews/status/970821283985416192","null"
"1556481244-1997","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@WittyApothecary","Beth - ⚔Broken Wolf ♿- Riley 🔮 🌙","YES.

I'm an #ExVangelical, and you need to listen when people say that Evangelical Dominionist Nationalism is a HUGE threat to democracy (and gun control).

They think they have a RIGHT to a Theocracy, and they're willing to fight for it. 

#EmptyThePewshttps://twitter.com/JackSmithIV/status/971108734230585345 …","2","13","44","1520466688000","3:51 PM - 7 Mar 2018","/WittyApothecary/status/971533825867157506","null"
"1556481244-2196","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@owillis","Oliver Willis","conservatives: look at all these pro-life teens!
*teens protest for gun control*
conservatives: nobody should listen to teens!","8","57","274","1520363674000","11:14 AM - 6 Mar 2018","/owillis/status/971101750785605632","null"
"1556481244-2046","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@timnelson_mpr","Tim Nelson","Heading up the hill now. Some are jogging this is moving so fast. Students are chanting ""Gun control! Now!"" pic.twitter.com/ScMxFoMlau","2","25","62","1520444519000","9:41 AM - 7 Mar 2018","/timnelson_mpr/status/971440839217041408","null"
"1556481244-2212","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@byronjr23","Tom Tolbert","Not the type of gun control I was looking for.....Ed Hochuli is taking his guns and calling it a career..","14","40","287","1520358289000","9:44 AM - 6 Mar 2018","/byronjr23/status/971079164609552384","null"
"1556481244-2375","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@tommy_lowell","T Partain","Democrats don't want to talk about Chicago, becauese they have no real answers. Gun Control hasn't worked there!","5","10","46","1520279300000","11:48 AM - 5 Mar 2018","/tommy_lowell/status/970747861351714816","null"
"1556481244-2210","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@RectorSun","Kevin Rector","RIGHT NOW IN BALTIMORE: Students march toward City Hall asking for gun control. pic.twitter.com/kfB5oDPyP5","553","11K","50K","1520358953000","9:55 AM - 6 Mar 2018","/RectorSun/status/971081951544270848","null"
"1556481244-2107","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@davepell","Dave Pell","Another way of looking at this moment.

If we can’t get anything done on gun control this time, we’re fucked.

Don’t lose the momentum.","","4","32","1520405066000","10:44 PM - 6 Mar 2018","/davepell/status/971275360607330305","null"
"1556481244-2042","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@LevineJonathan","Jon Levine","WATCH: Florida state Rep. Elizabeth Porter dismisses Florida shooting survivors calls for increased gun control.

""Do we allow the children to tell us that we should pass a law that says no homework?""

http://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4494&LegislativeTermId=86 …pic.twitter.com/iYBpePcpYG","7.3K","4.7K","7.4K","1520445756000","10:02 AM - 7 Mar 2018","/LevineJonathan/status/971446027214622720","null"
"1556481244-2519","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@realginnyrobins","Ginny Robinson","Excited to hear more Hollywood gun control lecturing tonight as they are all surrounded by their round-the-clock armed guards. #Oscarspic.twitter.com/lUljUCb9ev","4","36","86","1520211671000","5:01 PM - 4 Mar 2018","/realginnyrobins/status/970464205840281602","null"
"1556481244-2532","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@sticksandloops","sticks and loops","A2 I’m disappointed to see candidates, especially Democrats, stigmatize the mentally ill in the gun control debate. I wish they’d do their research and they’d then know mentally ill are not violent. #CripTheVote","","5","13","1520208879000","4:14 PM - 4 Mar 2018","/sticksandloops/status/970452492818493441","null"
"1556481244-2114","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@starsandstripes","Stars and Stripes","A bill prohibiting domestic abusers and people under restraining orders from owning firearms became America's first new gun control law since the Feb. 14 Florida high school massacre. https://www.stripes.com/news/us/oregon-governor-signs-first-gun-law-since-florida-massacre-1.515220 …","7","32","52","1520400000000","9:20 PM - 6 Mar 2018","/starsandstripes/status/971254113223634944","null"
"1556481244-2077","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@CloydRiversPics","Cloyd Rivers Pics","Gun Control Solution: I’m goin’ to tell people my AR identifies as a handgun, and it’s not illegal, it’s “undocumented.” Merica.","","53","280","1520431473000","6:04 AM - 7 Mar 2018","/CloydRiversPics/status/971386119479873536","null"
"1556481244-2176","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@Liz_Wheeler","Liz Wheeler","Liberals: If we don't act *now* to debate gun control, people will die!

Liberals: Also, sorry my PR agent thinks debate will make me look bad.","42","368","1.3K","1520370971000","1:16 PM - 6 Mar 2018","/Liz_Wheeler/status/971132357250961409","null"
"1556481244-2285","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@AP","The Associated Press","VIDEO: Oregon Democratic Governor Kate Brown signs new gun control law. http://apne.ws/ZZa77f5","32","370","1.3K","1520313586000","9:19 PM - 5 Mar 2018","/AP/status/970891665958490113","null"
"1556481244-2167","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@KatiePavlich","Katie Pavlich","Gun control proponents want to make large swaths of widely owned firearms and accessories banned by law. Because there are serious legal implications for individuals who own them, accuracy of firearms terms matters a whole hell of a lot. https://twitter.com/erikwemple/status/971100126465941504 …","49","264","808","1520375084000","2:24 PM - 6 Mar 2018","/KatiePavlich/status/971149606804389888","null"
"1556481244-2266","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@PhxKen","Phx Ken","I'M CURIOUS, DID THE LEFT KICK AND SCREAM FOR GUN CONTROL AFTER KATE STEINLE WAS MURDERED BY AN ILLEGAL IMMIGRANT? pic.twitter.com/Kme1LMtnQt","","21","25","1520334414000","3:06 AM - 6 Mar 2018","/PhxKen/status/970979026968784896","null"
"1556481244-2460","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@krassenstein","Brian Krassenstein","It almost seem as if Sandy Hook actually marked the end of the US gun control debate for the NRA and Republicans. 

Once these people decided that killing children was bearable, the entire debate ended.

Since they won't debate it, we must act by putting people in power who will","69","1.2K","2.9K","1520247660000","3:01 AM - 5 Mar 2018","/krassenstein/status/970615153690492929","null"
"1556481244-2289","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@BSO","Robert Littal","It's called narrative deflection they don't want to address racism or police brutality so they try to change the narrative about disrespecting flag. Instead of dealing with gun control they blame video games & talk about arming teachers. It is just to distraction https://twitter.com/KayCSmooth/status/970875258294161410 …","1","66","84","1520309788000","8:16 PM - 5 Mar 2018","/BSO/status/970875736713236481","null"
"1556481244-2128","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@RepThomasMassie","Thomas Massie","Want to know which gun control bill Congress plans to pass next week? I blow the whistle in this video.

https://m.youtube.com/watch?v=9R_LuBwf76w&feature=youtu.be …","56","431","504","1520391610000","7:00 PM - 6 Mar 2018","/RepThomasMassie/status/971218923499778048","null"
"1556481244-2520","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@Thomas1774Paine","Mike 'Thomas Paine' Moore","WATCH: Former AG Eric Holder and David Hogg Unite, Push for Gun Control and Bash GOP Elected Officials http://ow.ly/IMs630iKcbC","129","136","115","1520211610000","5:00 PM - 4 Mar 2018","/Thomas1774Paine/status/970463950339964930","null"
"1556481244-2202","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@voxdotcom","Vox","Students from Parkland and Chicago unite to expand the gun control conversation https://www.vox.com/identities/2018/3/6/17086426/parkland-chicago-students-gun-violence-race-activism?utm_campaign=vox&utm_content=chorus&utm_medium=social&utm_source=twitter …","4","44","113","1520362203000","10:50 AM - 6 Mar 2018","/voxdotcom/status/971095582008856576","null"
"1556481244-2006","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@mnsebourn","Mitch Sebourn","NRA lost its innocence when it got into politics.

40+ years of undermining gun control & churning up firearm sales? Yes, they’re part of the reason why any given nutjob can easily obtain an assault-style weapon that fires as easily as a paintball gun. They’ve helped saturate us.","38","82","1.9K","1520462835000","2:47 PM - 7 Mar 2018","/mnsebourn/status/971517664140152832","null"
"1556481244-2448","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@UnkleNeal","Neal","You won't do anything. Maybe a watered down version of what you put out there last week.

DACA, gun control, meeting with the CBC, all con jobs. Now tariffs.

Just a fat lazy blowhard running out of things to tweet about while his administration crumbles down around him.

Resign.","1","10","35","1520253268000","4:34 AM - 5 Mar 2018","/UnkleNeal/status/970638676987383809","null"
"1556481244-2240","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@RT_com","RT","Australian-style gun control: Can US really learn from laws Down Under? https://on.rt.com/90jt pic.twitter.com/XErzWhnjt9","49","42","64","1520348883000","7:08 AM - 6 Mar 2018","/RT_com/status/971039712478744576","null"
"1556481244-2201","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-03-05%20until%3A2018-03-08&src=typd&lang=en","@MarkSimoneNY","MARK SIMONE","Interesting gun facts:
Total shootings in 2018:  9,547
Mass shooting deaths:   39  (0.41%)
Shootings in Chicago in 2018:   370
Solutions that don't target illegal handguns in the cities are missing 99% of the problem.
#GunControl","17","178","352","1520362746000","10:59 AM - 6 Mar 2018","/MarkSimoneNY/status/971097858555482112","null"
