web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url,
"1556483330-5144","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Tactical_review","Tactical-reviews.com","Why do cities with like Chicago or LA that have very strict #guncontrol have such high #gun murder rates?

Because criminals bring #guns from states with lax gun laws?

Than how come those states don't have high #firearm murder rates?

#liberallogic #LiberalismIsAMentalDisorderpic.twitter.com/6FDmislBNE","1","14","32","1522642087000","9:08 PM - 1 Apr 2018","/Tactical_review/status/980658107662643200","null"
"1556483330-4987","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@joshtpm","Josh Marshall","DC Officials Slam Rubio For Hypocritical Attempt To Gut Strict Gun Control Laws https://talkingpointsmemo.com/news/dc-officials-criticize-rubio-gun-control-laws … via @TPM","3","36","68","1522770310000","8:45 AM - 3 Apr 2018","/joshtpm/status/981195915125051393","null"
"1556483330-4905","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@BenjiBacker","Benji Backer","Strict California gun laws?
Strict company (YouTube) gun rules?
Shooting prevented?

The debate on gun control needs to dive far deeper than the oversimplified and media-friendly gun control demands.","4","19","50","1522793931000","3:18 PM - 3 Apr 2018","/BenjiBacker/status/981294987835928576","null"
"1556483330-5054","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Lrihendry","Lori Hendry","There are five cities in America that have most of the killings in the entire country, all run by liberals. Theoretically all five have gun control! #2A","27","378","685","1522714430000","5:13 PM - 2 Apr 2018","/Lrihendry/status/980961535810994176","null"
"1556483330-4860","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@TeaPartyBison","TeaParty Bison  🇺🇸 🐍","YouTube HQ

Amazing how in a gun free zone, in anti-gun California, still managed to have an active shooter

it's almost like gun control and gun-free zones don't work","1","3","11","1522797396000","4:16 PM - 3 Apr 2018","/TeaPartyBison/status/981309520336080901","null"
"1556483330-5236","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@HireMeImFunny","Orli Matlow","“Gun control won’t stop gun violence.” -person who insists that bans on abortion ends abortions","3","29","101","1522561373000","10:42 PM - 31 Mar 2018","/HireMeImFunny/status/980319568370585600","null"
"1556483330-4928","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SafetyPinDaily","SafetyPin-Daily","Gun Control Advocates Hope Parkland Students Have Started A Movement, Not A Moment | via HuffPostPol
https://www.huffingtonpost.com/entry/march-for-our-lives-long-term-movement-midterm_us_5ac23a1ce4b0f112dc9dd7a4?ncid=engmodushpmg00000004 …","1","39","56","1522791861000","2:44 PM - 3 Apr 2018","/SafetyPinDaily/status/981286307283513344","null"
"1556483330-5267","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@victoriaxxviii","Cloacal Kiss  💋","I keep seeing liberals saying the right is losing the gun control debate bc they don't have any coherent arguments against it and hm no I'm pretty sure they're winning because everyone still has their guns. It's like the main liberal malfunction","4","22","294","1522543457000","5:44 PM - 31 Mar 2018","/victoriaxxviii/status/980244426441273344","null"
"1556483330-5176","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@hoganhere","Kelly Hogan","this crazy awesome project came about as a response to gun violence & a plea for gun control ***24 years ago*** #JesusChristSuperstarhttps://twitter.com/annhornaday/status/980516756690292738 …","5","11","44","1522615060000","1:37 PM - 1 Apr 2018","/hoganhere/status/980544750104309761","null"
"1556483330-5148","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CHIZMAGA","🇺🇸 CHIZ","George Clooney is offering $500,000, of which he earned starring in Gun Violence movies, towards a Gun Control March?...

The hypocrisy in Hollywood is over the top outrageous. 

https://www.reuters.com/article/us-florida-shooting-clooney/clooney-winfrey-spielberg-offer-500000-each-for-gun-control-march-idUSKCN1G42HY …","12","56","82","1522637943000","7:59 PM - 1 Apr 2018","/CHIZMAGA/status/980640726861008897","null"
"1556483330-4918","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@gr8tjude_08","🦅 ⭐️ 🦅Hey Jude  ⭐️ ⭐️ ⭐️","State of California has the strictest gun control in the country! Not going to work Nancy- if someone wants to shoot ppl they will get a gun! If all the guns in the USA were confiscated they will still be able to get one-so get off it!! http://www.thegatewaypundit.com/2018/04/here-we-go-nancy-pelosi-calls-for-gun-control-after-active-shooter-reported-at-youtube-headquarters/ …","159","654","1.0K","1522792885000","3:01 PM - 3 Apr 2018","/gr8tjude_08/status/981290599302287361","null"
"1556483330-5171","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@michaelmalice","Michael Malice","i would gladly replace the gun control crowd with American people https://twitter.com/dyoung8005/status/980565998460792832 …","7","17","100","1522620216000","3:03 PM - 1 Apr 2018","/michaelmalice/status/980566375424020480","null"
"1556483330-4911","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Dsquared69","David Davenport","The shooter is a woman, she killed her boyfriend and herself while injuring 3-4 others. She is not an NRA member. She did not use an ""assault weapon"". YouTube HQ is a gun free zone. CA has some of the strictest gun control laws. but yeah its the NRA's fault.","7","33","142","1522793359000","3:09 PM - 3 Apr 2018","/Dsquared69/status/981292587347668992","null"
"1556483330-5248","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@bud_cann","♦️ ♦️☆ 𝐁𝐮𝐝.... ♦️","To the chagrin of many Catholics, the Pope began Easter week urging young people to ‘not’ silence their voices after hundreds of thousands of young Americans and their supporters answered a call to action calling for gun control.
#Trumpville 
https://www.reuters.com/article/us-religion-easter-pope-palmsunday/keep-shouting-dont-become-anesthetized-pope-tells-young-people-idUSKBN1H10E3 …pic.twitter.com/K9vR3r92xT","15","19","13","1522551855000","8:04 PM - 31 Mar 2018","/bud_cann/status/980279648528482304","null"
"1556483330-4914","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@hickorymtnman","Robbus Deplorablus","You can't fudge the NICS numbers, like you can astro-turfed gun control rallies

Nobody paid the expenses for folks going to the gun shops

But they turned out in record numbers in March and spent their hard earned money exercising their #2A right 

http://bit.ly/2H5ZKdR","21","263","345","1522793192000","3:06 PM - 3 Apr 2018","/hickorymtnman/status/981291887847002114","null"
"1556483330-5269","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@trumphottie","Trump Hottie","The media is using kids to push their gun control agenda because they know the Left is stupid enough to take political advice from children.","4","26","86","1522542302000","5:25 PM - 31 Mar 2018","/trumphottie/status/980239581118451713","null"
"1556483330-5104","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@WashTimes","The Washington Times","""It’s only a matter of time before today’s targeting of conservative voices by minor-age members of the “Never Again MSD” — Marjory Stoneman Douglas — gun control group, to which Hogg belongs, turns to tomorrow’s backlash against the left."" @ckchumleyhttp://ow.ly/i2Ei30jgAyU","13","22","40","1522687506000","9:45 AM - 2 Apr 2018","/WashTimes/status/980848607673896962","null"
"1556483330-4976","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@MillenPolitics","Millennial Politics","Can the second time be the charm?  

After a close but no cigar 2016 attempt, @Mal4Congress is back for the US House seat in South Carolina's 7th District.  

Read about his views on gun-control, climate change & more. RT! https://millennialpolitics.co/mal-hyman/","2","135","168","1522776155000","10:22 AM - 3 Apr 2018","/MillenPolitics/status/981220431930712064","null"
"1556483330-5056","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SamWiseSW","Sam Wise  🏳️‍🌈","I’m sure #Parkland students want gun control not stupid see through back packs! https://twitter.com/i/moments/980941221639016448 …","2","8","26","1522712956000","4:49 PM - 2 Apr 2018","/SamWiseSW/status/980955355277643778","null"
"1556483330-5091","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@reason","reason","Irrational Fear of Mass Shootings Can't Justify Unconstitutional Gun Control http://bit.ly/2JdFTdB","7","55","140","1522695601000","12:00 PM - 2 Apr 2018","/reason/status/980882564058464256","null"
"1556483330-5015","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@VonnieCalland","Vonnie  🌿 Universal Siblinghood","Yeah. He feigned mental illness to dodge the draft. Now Nugent says young gun-control advocates have “no soul” while he advocates playing with guns and shooting animals. Hm. https://twitter.com/rawstory/status/981129224089231360 …","3","16","26","1522755278000","4:34 AM - 3 Apr 2018","/VonnieCalland/status/981132864661147648","null"
"1556483330-5287","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@elegantcoretta","Coretta","This is thorough in debunking one of the Right's current favorite Parkland conspiracy theory in the gun control debate. http://www.peacock-panache.com/2018/03/redstate-parkland-hogg-33640.html/amp …","2","1","5","1522540980000","5:03 PM - 31 Mar 2018","/elegantcoretta/status/980234035703287808","null"
"1556483330-5243","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@LibberTea","Scoop  🚂 🇺🇸#KAG 🇺🇸 🚂 💯 💨","Ted Nugent on Parkland Gun Control Activists: 'They Have No Soul' 
Boom! Ted Nails it
Communists Have NO Soul 
They're Only Agenda Is Destruction Of America!
#SnowflakesCanGoToHell
| Breitbart http://bit.ly/2H0uKvL  via @BreitbartNews","4","94","118","1522555240000","9:00 PM - 31 Mar 2018","/LibberTea/status/980293845400391680","null"
"1556483330-4879","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@GerrenPeterson","Gerren Peterson","Sad! And sad that trump attacks you and Amazon. He hasn’t a clue. Can’t wait until he’s out of office. We need gun control .","4","4","25","1522797946000","4:25 PM - 3 Apr 2018","/GerrenPeterson/status/981311829908643841","null"
"1556483330-5113","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@JonahNRO","Jonah Goldberg","Maybe, just maybe, some of Trump's recent uptick in the polls can be attributed to the rallying effect among gun-owners caused by media/Democratic obsession with gun control?","150","259","1.3K","1522682139000","8:15 AM - 2 Apr 2018","/JonahNRO/status/980826099629416448","null"
"1556483330-5173","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@bulldoghill","Linda Hill","Almost 1,600 people in California used guns to take their own lives in 2016.

That statistic, from the Centers for Disease Control and Prevention, represented more than half of the total gun deaths in California that year.

 http://www.sacbee.com/news/politics-government/capitol-alert/article205843714.html …","","13","15","1522618468000","2:34 PM - 1 Apr 2018","/bulldoghill/status/980559044481036289","null"
"1556483330-4866","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@starknightz","Friend or Foe?","YouTube HQ Shooting Eyewitness: 
“I Didn’t Have A Gun On Me — But Wish I Did” (VIDEO) http://www.thegatewaypundit.com/2018/04/youtube-hq-shooting-eyewitness-i-didnt-have-a-gun-on-me-but-wish-i-did-video/ …

#QAnon @POTUS #News #NRA 
#GunRights #GunControl","","5","9","1522799998000","4:59 PM - 3 Apr 2018","/starknightz/status/981320436997935104","null"
"1556483330-4984","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ChangeTheRef","Change the Ref","The real test will come during the midterm elections in November. #GunControl advocates hope #Parkland students have started a movement, not a moment. #ChangeTheRef https://www.huffingtonpost.com/entry/march-for-our-lives-long-term-movement-midterm_us_5ac23a1ce4b0f112dc9dd7a4 … via @HuffPostpic.twitter.com/Sd8wzVQzCY","2","32","147","1522771500000","9:05 AM - 3 Apr 2018","/ChangeTheRef/status/981200906522775553","null"
"1556483330-5152","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@MindfulMajority","Mindful Majority","It takes real courage to #WalkOut for #GunControl in deep red, #Mormon #Idaho. My wife's cousin did so in #Rexburg, and wrote an op-ed about it in her local newspaper. #GunReformNow #2A #MarchForOurLiveshttps://twitter.com/MindfulMajority/status/980630819994722304 …","","17","31","1522635710000","7:21 PM - 1 Apr 2018","/MindfulMajority/status/980631363387715585","null"
"1556483330-5025","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@WildmanTy","The Wild Man","So London has a higher murder rate than New York City despite having 100% gun control. If this isn't proof that it isn't a gun problem but a person problem then I don't know what is.","8","64","91","1522735595000","11:06 PM - 2 Apr 2018","/WildmanTy/status/981050307567218689","null"
"1556483330-5252","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@blazingactivist","Blazing 💥 💫","Trump supporters claim liberals are destroying America. Yes, we are destroying America by believing in science, believing in equality, putting citizens first before money, calling for gun control, and universal healthcare. How dare we?","80","901","2.4K","1522548108000","7:01 PM - 31 Mar 2018","/blazingactivist/status/980263933658435585","null"
"1556483330-4885","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Sir_Beardo","Robo J","Actually, it doesn't prove that gun control doesn't work. This isn't the best evidence for that
Case in point- the woman
She wasn't a criminal so yr point is irrelevant. How did she get the gun? Legally?
Gun control works & there's proof of it whether u want to believe it or not","8","3","49","1522796696000","4:04 PM - 3 Apr 2018","/Sir_Beardo/status/981306584067395588","null"
"1556483330-4971","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@sexualjumanji","the fortnite fella  🌹","you: 1 gun control please

me: i just watched half of john wick and im buying a gun","2","51","319","1522777321000","10:42 AM - 3 Apr 2018","/sexualjumanji/status/981225319393890304","null"
"1556483330-5098","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DailySignal","The Daily Signal","Donations to NRA Triple Amid Demands for Stricter Gun Control http://bit.ly/2pVklKL pic.twitter.com/YofHfaiAhF","1","21","29","1522691136000","10:45 AM - 2 Apr 2018","/DailySignal/status/980863833605656576","null"
"1556483330-5206","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ACreativeMuggle","Pinky Slivotitz™ ❄","In my state, you have to hand over your ID when you purchase liquor in a liquor store where it is then scanned into the system. No one bats an eye. Suggest registration and recording of every gun sale including gun shows, and they lose their fucking minds. 
#GunControl","14","23","106","1522594271000","7:51 AM - 1 Apr 2018","/ACreativeMuggle/status/980457554546438145","null"
"1556483330-4887","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@XStrategiesDC","X Strategies","Today’s shooting at Youtube HQ’s in California proves that gun control doesn’t work. California has some of the strictest gun laws in the country. 

Criminals don’t care about laws.","100","665","1.9K","1522795784000","3:49 PM - 3 Apr 2018","/XStrategiesDC/status/981302758744739840","null"
"1556483330-4990","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CrimeResearch1","CrimeResearch","Do states with stricter gun control laws have fewer gun deaths? No. Do they have fewer homicides and suicides? Definitely not https://crimeresearch.org/2018/03/states-stricter-gun-control-laws-fewer-gun-deaths-no-fewer-homicides-suicides-definitely-no/ …","","50","60","1522768260000","8:11 AM - 3 Apr 2018","/CrimeResearch1/status/981187316839473153","null"
"1556483330-5027","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DailyCaller","The Daily Caller","This EPIC Twitter Debate Between Kyle Kashuv And Piers Morgan On Gun Control Is The Stuff Of Legend https://trib.al/otqhf7V pic.twitter.com/N8dlkeUz1F","6","18","37","1522730552000","9:42 PM - 2 Apr 2018","/DailyCaller/status/981029159215476737","null"
"1556483330-4926","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@TobyForester","Will Forester","Of the laws in other states are so lax why don’t those states have the same violence problems as places with strict gun control?","22","21","377","1522792063000","2:47 PM - 3 Apr 2018","/TobyForester/status/981287153601843201","null"
"1556483330-4970","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@gabrielmalor","Fallen Gabriel Malor","The gun control march was literally named ""March For Our Lives,"" but do go on about the NRA's fear-based manipulation. https://twitter.com/mic/status/981226376379314178 …","2","36","100","1522777860000","10:51 AM - 3 Apr 2018","/gabrielmalor/status/981227580597637120","null"
"1556483330-5047","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Thom_Hartmann","Thom Hartmann","Political Corruption Is Underwriting America’s Gun Control Nightmare @alternethttp://www.alternet.org/human-rights/political-corruption-underwriting-americas-gun-control-nightmare …","4","46","88","1522718021000","6:13 PM - 2 Apr 2018","/Thom_Hartmann/status/980976599150374913","null"
"1556483330-5141","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SafetyPinDaily","SafetyPin-Daily","These states are responding to the Parkland shooting by trying to do something about gun control || via Thinkprogress https://thinkprogress.org/states-responding-parkland-shooting-with-gun-control-laws-0cfca1690fc9/ …","2","34","52","1522644429000","9:47 PM - 1 Apr 2018","/SafetyPinDaily/status/980667929871159296","null"
"1556483330-5140","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@sahluwal","Simar","How come when we talk about gun control certain segments of the population are quick to bring up the violence in “Chicago” but those same people never utter a word about the murder of black men & women at the hands of law enforcement. https://twitter.com/billoreilly/status/980211888905596929 …","14","111","255","1522645911000","10:11 PM - 1 Apr 2018","/sahluwal/status/980674145716396032","null"
"1556483330-5286","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SJLopshire","Sarah Lopshire","EVERYONE knows guns don’t kill people, however, it is just common sense to have better gun control. We can’t regulate mental health, but we can regulate access to guns.","1","","1","1522540994000","5:03 PM - 31 Mar 2018","/SJLopshire/status/980234092766674944","null"
"1556483330-5242","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@occulturalism","]o[","It doesn't really matter if the March was planned before the shooting... there's enough evidence out there to know what's up...

The Parkland Teens Fighting For Gun Control Have The Backing Of These Huge Organizing Groups
https://www.buzzfeed.com/maryanngeorgantopoulos/parkland-teens-organization …

#MarchForOurLives
#QAnon","5","21","18","1522557328000","9:35 PM - 31 Mar 2018","/occulturalism/status/980302604176633856","null"
"1556483330-5172","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@michaelmalice","Michael Malice","The gun control crowd is angrier at Laura Ingraham than they are at Nikolas Cruz","63","399","1.5K","1522618660000","2:37 PM - 1 Apr 2018","/michaelmalice/status/980559849749667845","null"
"1556483330-4909","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@laurenduca","Lauren Duca","If you are a person who desperately wants gun control, I promise you are one of many. Keep speaking up, and, if you can, take action. Keep following the #Parkland students. They are our guiding light.","16","330","2.8K","1522793477000","3:11 PM - 3 Apr 2018","/laurenduca/status/981293085731717120","null"
"1556483330-4954","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DBloom451","Boston 🇺🇸Bobblehead","This is UNpossible! The #ParklandStudents said strict #GunControl, like California's, would stop ""active shooter"" situations.
https://twitter.com/SanBrunoPolice/status/981267250735808519 …","1","14","22","1522788608000","1:50 PM - 3 Apr 2018","/DBloom451/status/981272662642233345","null"
"1556483330-5168","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@GregSpinder","Greg Spinder","The Spinder family is in favor of common sense gun control and supports #marchforourlives #neveragain.","4","28","163","1522622897000","3:48 PM - 1 Apr 2018","/GregSpinder/status/980577620206211072","null"
"1556483330-5244","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DollarVigilante","The Dollar Vigilante","I mean, Hitler did love gun control... pic.twitter.com/13z7xwHPFh","11","36","107","1522553400000","8:30 PM - 31 Mar 2018","/DollarVigilante/status/980286128790974464","null"
"1556483330-4862","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Ayden_x_leak","Ayden","Prayers go to everyone affected by the #YouTubeHQ shooting. Nobody deserves to go through this. Is this what congress really wants? Gun Control is needed, this is just going too far out of hand. Where I live, there was 7 shootings THIS past weekend..","1","2","11","1522797302000","4:15 PM - 3 Apr 2018","/Ayden_x_leak/status/981309126507679745","null"
"1556483330-4883","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Rnb010","Crypto Warrior","These poor millenials have 0 damn clue how well ""gun control"" has worked for other nations. Do you REALLY think taking guns away makes you safer??  Do they even teach history anymore? Or do they just not pay attention in that class? Lets ask the experts. pic.twitter.com/qUFiPzjAj5","18","66","203","1522797368000","4:16 PM - 3 Apr 2018","/Rnb010/status/981309403675725824","null"
"1556483330-5083","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@RedNationRising","Red Nation Rising","From munching Tide Pods to snorting condoms.

This is the generation that is screeching at us about gun control?

While idiots on the left push for the voting age to be lowered?!

#LiberalismIsAMentalDisorderhttps://www.usatoday.com/story/news/nation-now/2018/04/02/condom-snorting-challenge-every-parents-worst-nightmare/477431002/ …","10","44","36","1522698841000","12:54 PM - 2 Apr 2018","/RedNationRising/status/980896151913336834","null"
"1556483330-5210","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@RetCavScout","🕎 ScoutsOutForTorah  🕎","The left has done such an awesome job convincing me guns are bad, I've decided to sell them all and give up my #2A....

APRIL FOOLS'

#GunControl #2ndAmendment","3","20","50","1522593521000","7:38 AM - 1 Apr 2018","/RetCavScout/status/980454409204363265","null"
"1556483330-5133","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@thinkprogress","ThinkProgress","These states are responding to the Parkland shooting by trying to do something about gun control http://bit.ly/2H0MpDD pic.twitter.com/JAuHNRWAZ7","1","14","44","1522665014000","3:30 AM - 2 Apr 2018","/thinkprogress/status/980754271024111616","null"
"1556483330-5004","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Gormogons","The Gormogons","CZ No correlation between gun control and crime reduction? Always suspected a study with this formula would be interesting: someone finally did it. Great support for Lott's theory that soft control = less crime. This study suggest control =/= less crime
http://thefederalist.com/2018/04/03/gun-control-reduce-murder-lets-run-numbers-across-world/ …","","6","13","1522761236000","6:13 AM - 3 Apr 2018","/Gormogons/status/981157856081833984","null"
"1556483330-5288","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@JCHealyBklyn","JC Healy","Here is short and sweet on that.  Most Chiefs of Police are for gun control because they are held accountable to crime stats. Sheriffs are anti gun control because they are beholden to voters and want to be re-elected. Most officers I work with are anti g-control.","1","2","2","1522540915000","5:01 PM - 31 Mar 2018","/JCHealyBklyn/status/980233761341108224","null"
"1556483330-4910","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@heymarkkepler","molly — 3,21,22","we need gun control. NOW.","32","108","1.2K","1522793451000","3:10 PM - 3 Apr 2018","/heymarkkepler/status/981292975870349313","null"
"1556483330-5106","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@piersmorgan","Piers Morgan","If the Parkland students, on both sides of the gun control argument, wish to engage in public debate (as I'm very glad they're doing) then I suggest they refrain from accusing anyone who disagrees with them of 'bullying'. https://twitter.com/joe_benetic/status/980845866842955777 …","114","57","445","1522687154000","9:39 AM - 2 Apr 2018","/piersmorgan/status/980847134822973440","null"
"1556483330-5035","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@TimothySandefur","Timothy Sandefur","To be clear, even if it were rational, that would STILL not justify unconstitutional gun control. https://twitter.com/reason/status/980882564058464256 …","1","7","35","1522721966000","7:19 PM - 2 Apr 2018","/TimothySandefur/status/980993145478377472","null"
"1556483330-4890","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ExandShadow","Ted","I am so sick of shootings.  Until we limit how easy it is to get a gun in this country, we will keep seeing more and more and more people die.  It's already been far too much.  #GunControl","15","44","183","1522795675000","3:47 PM - 3 Apr 2018","/ExandShadow/status/981302305277530113","null"
"1556483330-5077","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SandraTXAS","Տᗩᑎᗪᖇᗩ ن","Debbie broke many rules for Imran Awan. 
Why? Kickbacks? affairs? espionage?:

44 Democrats, Including Wasserman Schultz, Exempted Pakistani IT Aides From Background Checks

http://dailycaller.com/2018/04/01/democrats-pakistani-background-checks/?utm_medium=social&utm_source=twitter&utm_campaign=site-share …

#MAGA
#resist the #resistance
#MondayMotivation
no #GunControl
#NRApic.twitter.com/jGRU9ywVF8","73","551","520","1522703119000","2:05 PM - 2 Apr 2018","/SandraTXAS/status/980914095573618692","null"
"1556483330-5260","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@StarTribune","Star Tribune","Big march is over, but Twin Cities students are all in on gun control http://strib.mn/2E9AZux pic.twitter.com/HT3BIM1B53","10","6","40","1522545722000","6:22 PM - 31 Mar 2018","/StarTribune/status/980253923641561088","null"
"1556483330-4868","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@truespartan01","Sneaky Pete","@DanDaley speaking at town hall. Making it clear that the city of Coral Springs will join lawsuit against the state to allow city to make own laws on gun control pic.twitter.com/h1mbjqzOlN","","6","14","1522799662000","4:54 PM - 3 Apr 2018","/truespartan01/status/981319025463582720","null"
